elapsed_s,phase,port,alicat_addr,target_sp,alicat_psi,transducer_psi,transducer_v,offset
27.330,dynamic,port_a,B,30.00,27.5700,27.5836,9.1945,0.0136
27.618,dynamic,port_a,B,30.00,27.8600,27.8691,9.2897,0.0091
27.905,dynamic,port_a,B,30.00,28.1500,26.9481,8.9827,-1.2019
28.193,dynamic,port_a,B,30.00,28.4400,27.7033,9.2344,-0.7367
28.481,dynamic,port_a,B,30.00,28.7200,28.7350,9.5783,0.0150
28.768,dynamic,port_a,B,30.00,29.0100,29.0189,9.6730,0.0089
29.056,dynamic,port_a,B,30.00,29.3000,28.0700,9.3567,-1.2300
29.344,dynamic,port_a,B,30.00,29.5800,28.6802,9.5601,-0.8998
29.631,dynamic,port_a,B,30.00,29.8700,29.8841,9.9614,0.0141
29.918,dynamic,port_a,B,30.00,30.1100,30.1201,10.0400,0.0101
30.206,dynamic,port_a,B,30.00,30.1400,28.9683,9.6561,-1.1717
30.494,dynamic,port_a,B,30.00,30.1300,29.3528,9.7843,-0.7772
30.781,dynamic,port_a,B,30.00,30.1200,30.1405,10.0468,0.0205
31.069,dynamic,port_a,B,30.00,30.1200,30.1314,10.0438,0.0114
31.356,dynamic,port_a,B,30.00,30.1100,29.1826,9.7275,-0.9274
31.644,dynamic,port_a,B,30.00,30.1100,29.5096,9.8365,-0.6004
31.931,dynamic,port_a,B,30.00,30.0600,30.0759,10.0253,0.0159
32.219,dynamic,port_a,B,30.00,30.0700,30.0779,10.0260,0.0079
32.507,dynamic,port_a,B,30.00,30.0700,29.1546,9.7182,-0.9154
32.794,dynamic,port_a,B,30.00,30.0700,29.3732,9.7911,-0.6968
33.082,dynamic,port_a,B,30.00,30.0700,30.0812,10.0271,0.0112
33.369,dynamic,port_a,B,30.00,30.0700,30.0838,10.0279,0.0138
33.657,dynamic,port_a,B,30.00,30.0600,29.0112,9.6704,-1.0488
33.944,dynamic,port_a,B,30.00,30.0600,29.0610,9.6870,-0.9990
34.232,dynamic,port_a,B,30.00,30.0600,30.0724,10.0241,0.0124
34.520,dynamic,port_a,B,30.00,30.0500,30.0623,10.0208,0.0123
34.807,dynamic,port_a,B,30.00,30.0400,29.2811,9.7604,-0.7589
35.095,dynamic,port_a,B,30.00,30.0300,29.0425,9.6808,-0.9875
35.382,dynamic,port_a,B,30.00,30.0100,30.0289,10.0096,0.0189
35.670,dynamic,port_a,B,30.00,30.0000,30.0124,10.0041,0.0124
35.957,dynamic,port_a,B,30.00,29.9900,29.2776,9.7592,-0.7124
36.245,dynamic,port_a,B,30.00,29.9800,29.0452,9.6817,-0.9348
36.532,dynamic,port_a,B,30.00,29.9700,29.9869,9.9956,0.0169
36.820,dynamic,port_a,B,30.00,29.9600,29.9789,9.9930,0.0189
37.108,dynamic,port_a,B,30.00,29.9600,29.1891,9.7297,-0.7709
37.395,dynamic,port_a,B,30.00,29.9600,28.8609,9.6203,-1.0991
37.683,dynamic,port_a,B,30.00,29.9500,29.9697,9.9899,0.0197
0.000,static,port_b,A,0.20,0.1000,0.1139,0.0380,0.0139
0.146,static,port_b,A,0.20,0.1000,0.1154,0.0385,0.0154
0.290,static,port_b,A,0.20,0.1000,0.1104,0.0368,0.0104
0.433,static,port_b,A,0.20,0.1000,0.1176,0.0392,0.0176
0.577,static,port_b,A,0.20,0.1000,0.1136,0.0379,0.0136
0.721,static,port_b,A,0.20,0.1000,0.1122,0.0374,0.0122
0.865,static,port_b,A,0.20,0.1000,0.1159,0.0386,0.0159
1.009,static,port_b,A,0.20,0.1000,0.1144,0.0381,0.0144
1.152,static,port_b,A,0.20,0.1000,0.1143,0.0381,0.0143
1.296,static,port_b,A,0.20,0.1000,0.1151,0.0384,0.0151
1.440,static,port_b,A,0.20,0.1000,0.1132,0.0377,0.0132
1.584,static,port_b,A,0.20,0.1000,0.1148,0.0383,0.0148
1.727,static,port_b,A,0.20,0.1000,0.1129,0.0376,0.0129
1.871,static,port_b,A,0.20,0.1000,0.1134,0.0378,0.0134
2.015,static,port_b,A,0.20,0.1000,0.1173,0.0391,0.0173
2.159,static,port_b,A,0.20,0.1000,0.1123,0.0374,0.0123
2.303,static,port_b,A,0.20,0.1000,0.1122,0.0374,0.0122
2.447,static,port_b,A,0.20,0.1000,0.1142,0.0381,0.0142
2.590,static,port_b,A,0.20,0.1000,0.1096,0.0365,0.0096
2.735,static,port_b,A,0.20,0.1000,0.1175,0.0392,0.0175
2.878,static,port_b,A,0.20,0.1000,0.1124,0.0375,0.0124
3.022,static,port_b,A,0.20,0.1000,0.1126,0.0375,0.0126
3.166,static,port_b,A,0.20,0.1000,0.1163,0.0388,0.0163
3.310,static,port_b,A,0.20,0.1000,0.1170,0.0390,0.0170
3.453,static,port_b,A,0.20,0.1000,0.1150,0.0383,0.0150
0.000,static,port_b,A,2.00,2.0300,2.2041,0.7347,0.1741
0.146,static,port_b,A,2.00,2.0300,2.0408,0.6803,0.0108
0.290,static,port_b,A,2.00,2.0300,2.0397,0.6799,0.0097
0.433,static,port_b,A,2.00,2.0300,2.0399,0.6800,0.0099
0.577,static,port_b,A,2.00,2.0300,2.0426,0.6809,0.0126
0.721,static,port_b,A,2.00,2.0300,2.0445,0.6815,0.0145
0.864,static,port_b,A,2.00,2.0300,2.0391,0.6797,0.0091
1.008,static,port_b,A,2.00,2.0300,2.0417,0.6806,0.0117
1.152,static,port_b,A,2.00,2.0300,2.0425,0.6808,0.0125
1.296,static,port_b,A,2.00,2.0300,2.0379,0.6793,0.0079
1.440,static,port_b,A,2.00,2.0300,2.0435,0.6812,0.0135
1.584,static,port_b,A,2.00,2.0300,2.0403,0.6801,0.0103
1.728,static,port_b,A,2.00,2.0300,2.0406,0.6802,0.0106
1.871,static,port_b,A,2.00,2.0300,2.0439,0.6813,0.0139
2.015,static,port_b,A,2.00,2.0300,2.0375,0.6792,0.0075
2.159,static,port_b,A,2.00,2.0300,2.0392,0.6797,0.0092
2.303,static,port_b,A,2.00,2.0300,2.0408,0.6803,0.0108
2.446,static,port_b,A,2.00,2.0300,2.0388,0.6796,0.0088
2.591,static,port_b,A,2.00,2.0300,2.0481,0.6827,0.0181
2.734,static,port_b,A,2.00,2.0300,2.0417,0.6806,0.0117
2.879,static,port_b,A,2.00,2.0300,2.0443,0.6814,0.0143
3.022,static,port_b,A,2.00,2.0300,2.0416,0.6805,0.0116
3.166,static,port_b,A,2.00,2.0300,2.0400,0.6800,0.0100
3.310,static,port_b,A,2.00,2.0300,2.0431,0.6810,0.0131
3.454,static,port_b,A,2.00,2.0300,2.0425,0.6808,0.0125
0.000,static,port_b,A,5.00,4.9800,4.9872,1.6624,0.0072
0.146,static,port_b,A,5.00,4.9700,4.9817,1.6606,0.0117
0.290,static,port_b,A,5.00,4.9700,4.9753,1.6584,0.0053
0.434,static,port_b,A,5.00,4.9600,4.9752,1.6584,0.0152
0.578,static,port_b,A,5.00,4.9600,4.9690,1.6563,0.0090
0.721,static,port_b,A,5.00,4.9600,4.9684,1.6561,0.0084
0.865,static,port_b,A,5.00,4.9500,4.9652,1.6551,0.0152
1.009,static,port_b,A,5.00,4.9500,4.9620,1.6540,0.0120
1.152,static,port_b,A,5.00,4.9500,4.9600,1.6533,0.0100
1.296,static,port_b,A,5.00,4.9500,4.9607,1.6536,0.0107
1.440,static,port_b,A,5.00,4.9500,4.9531,1.6510,0.0031
1.585,static,port_b,A,5.00,4.9500,4.9596,1.6532,0.0096
1.728,static,port_b,A,5.00,4.9400,4.9550,1.6517,0.0150
1.872,static,port_b,A,5.00,4.9400,4.9537,1.6512,0.0137
2.016,static,port_b,A,5.00,4.9400,4.9561,1.6520,0.0161
2.160,static,port_b,A,5.00,4.9400,4.9510,1.6503,0.0110
2.303,static,port_b,A,5.00,4.9400,4.9554,1.6518,0.0154
2.447,static,port_b,A,5.00,4.9400,4.9533,1.6511,0.0133
2.591,static,port_b,A,5.00,4.9400,4.9506,1.6502,0.0106
2.735,static,port_b,A,5.00,4.9400,4.9526,1.6509,0.0126
2.879,static,port_b,A,5.00,4.9400,4.9521,1.6507,0.0121
3.022,static,port_b,A,5.00,4.9400,4.9538,1.6513,0.0138
3.166,static,port_b,A,5.00,4.9400,4.9556,1.6519,0.0156
3.310,static,port_b,A,5.00,4.9400,4.9518,1.6506,0.0118
3.454,static,port_b,A,5.00,4.9400,4.9489,1.6496,0.0089
0.000,static,port_b,A,8.00,8.0600,7.4748,2.4916,-0.5852
0.147,static,port_b,A,8.00,8.0600,8.0640,2.6880,0.0040
0.290,static,port_b,A,8.00,8.0600,8.0699,2.6900,0.0099
0.434,static,port_b,A,8.00,8.0600,8.0700,2.6900,0.0100
0.578,static,port_b,A,8.00,8.0600,8.0626,2.6875,0.0026
0.722,static,port_b,A,8.00,8.0600,8.0646,2.6882,0.0046
0.865,static,port_b,A,8.00,8.0600,8.0607,2.6869,0.0007
1.009,static,port_b,A,8.00,8.0500,8.0634,2.6878,0.0134
1.153,static,port_b,A,8.00,8.0500,8.0576,2.6859,0.0076
1.297,static,port_b,A,8.00,8.0500,8.0539,2.6846,0.0039
1.441,static,port_b,A,8.00,8.0400,8.0526,2.6842,0.0126
1.584,static,port_b,A,8.00,8.0400,8.0470,2.6823,0.0070
1.728,static,port_b,A,8.00,8.0300,8.0414,2.6805,0.0114
1.872,static,port_b,A,8.00,8.0300,8.0371,2.6790,0.0071
2.016,static,port_b,A,8.00,8.0200,8.0271,2.6757,0.0071
2.160,static,port_b,A,8.00,8.0200,8.0223,2.6741,0.0023
2.303,static,port_b,A,8.00,8.0100,8.0155,2.6718,0.0055
2.447,static,port_b,A,8.00,8.0000,8.0113,2.6704,0.0113
2.591,static,port_b,A,8.00,8.0000,8.0102,2.6701,0.0102
2.735,static,port_b,A,8.00,7.9900,7.9986,2.6662,0.0086
2.879,static,port_b,A,8.00,7.9900,7.9935,2.6645,0.0035
3.022,static,port_b,A,8.00,7.9800,7.9894,2.6631,0.0094
3.166,static,port_b,A,8.00,7.9800,7.9844,2.6615,0.0044
3.310,static,port_b,A,8.00,7.9700,7.9809,2.6603,0.0109
3.454,static,port_b,A,8.00,7.9700,7.9753,2.6584,0.0053
0.000,static,port_b,A,10.00,13.3400,12.2704,4.0901,-1.0696
0.153,static,port_b,A,10.00,13.3400,12.8381,4.2794,-0.5019
0.296,static,port_b,A,10.00,13.3400,13.3435,4.4478,0.0035
0.440,static,port_b,A,10.00,13.3400,13.3470,4.4490,0.0070
0.583,static,port_b,A,10.00,13.3400,12.3684,4.1228,-0.9716
0.727,static,port_b,A,10.00,13.3400,13.3468,4.4489,0.0068
0.871,static,port_b,A,10.00,13.3400,13.2967,4.4322,-0.0433
1.015,static,port_b,A,10.00,13.3400,13.0274,4.3425,-0.3126
1.159,static,port_b,A,10.00,13.3400,13.3426,4.4475,0.0026
1.303,static,port_b,A,10.00,13.3400,12.7298,4.2433,-0.6102
1.447,static,port_b,A,10.00,13.3400,13.3233,4.4411,-0.0167
1.590,static,port_b,A,10.00,13.3400,13.3472,4.4491,0.0072
1.734,static,port_b,A,10.00,13.3400,12.5959,4.1986,-0.7441
1.878,static,port_b,A,10.00,13.3400,13.3443,4.4481,0.0043
2.022,static,port_b,A,10.00,13.3400,13.3391,4.4464,-0.0009
2.165,static,port_b,A,10.00,13.3400,13.3376,4.4459,-0.0024
2.309,static,port_b,A,10.00,13.3400,13.3454,4.4485,0.0054
2.453,static,port_b,A,10.00,13.3400,12.5453,4.1818,-0.7947
2.596,static,port_b,A,10.00,13.3400,13.3455,4.4485,0.0055
2.741,static,port_b,A,10.00,13.3400,13.3476,4.4492,0.0076
2.884,static,port_b,A,10.00,13.3400,12.9211,4.3070,-0.4189
3.028,static,port_b,A,10.00,13.3400,13.3418,4.4473,0.0018
3.172,static,port_b,A,10.00,13.3400,13.0172,4.3391,-0.3228
3.316,static,port_b,A,10.00,13.3400,12.8672,4.2891,-0.4728
3.460,static,port_b,A,10.00,13.3400,13.3443,4.4481,0.0043
0.000,static,port_b,A,14.00,14.0300,13.8193,4.6064,-0.2107
0.152,static,port_b,A,14.00,14.0300,14.0367,4.6789,0.0067
0.296,static,port_b,A,14.00,14.0300,13.0386,4.3462,-0.9914
0.440,static,port_b,A,14.00,14.0300,14.0337,4.6779,0.0037
0.584,static,port_b,A,14.00,14.0300,13.8410,4.6137,-0.1890
0.727,static,port_b,A,14.00,14.0300,14.0327,4.6776,0.0027
0.871,static,port_b,A,14.00,14.0300,14.0405,4.6802,0.0105
1.015,static,port_b,A,14.00,14.0400,13.4998,4.4999,-0.5402
1.159,static,port_b,A,14.00,14.0300,14.0409,4.6803,0.0109
1.303,static,port_b,A,14.00,14.0400,14.0430,4.6810,0.0030
1.446,static,port_b,A,14.00,14.0300,12.9778,4.3259,-1.0522
1.590,static,port_b,A,14.00,14.0400,14.0444,4.6815,0.0044
1.734,static,port_b,A,14.00,14.0400,14.0454,4.6818,0.0054
1.878,static,port_b,A,14.00,14.0400,13.9774,4.6591,-0.0626
2.022,static,port_b,A,14.00,14.0400,14.0436,4.6812,0.0036
2.166,static,port_b,A,14.00,14.0400,13.4066,4.4689,-0.6334
2.309,static,port_b,A,14.00,14.0400,14.0431,4.6810,0.0031
2.453,static,port_b,A,14.00,14.0400,14.0438,4.6813,0.0038
2.597,static,port_b,A,14.00,14.0400,12.9643,4.3214,-1.0757
2.741,static,port_b,A,14.00,14.0400,14.0417,4.6806,0.0017
2.884,static,port_b,A,14.00,14.0400,14.0445,4.6815,0.0045
3.028,static,port_b,A,14.00,14.0400,13.7383,4.5794,-0.3017
3.172,static,port_b,A,14.00,14.0400,14.0425,4.6808,0.0025
3.316,static,port_b,A,14.00,14.0400,13.5152,4.5051,-0.5248
3.460,static,port_b,A,14.00,14.0400,14.0436,4.6812,0.0036
0.000,static,port_b,A,18.00,18.0300,18.0336,6.0112,0.0036
0.152,static,port_b,A,18.00,18.0300,18.0308,6.0103,0.0008
0.296,static,port_b,A,18.00,18.0300,18.0363,6.0121,0.0063
0.440,static,port_b,A,18.00,18.0300,16.9593,5.6531,-1.0707
0.584,static,port_b,A,18.00,18.0300,18.0339,6.0113,0.0039
0.728,static,port_b,A,18.00,18.0300,18.0352,6.0117,0.0052
0.872,static,port_b,A,18.00,18.0300,17.1595,5.7198,-0.8705
1.015,static,port_b,A,18.00,18.0300,18.0321,6.0107,0.0021
1.175,static,port_b,A,18.00,18.0300,17.8183,5.9394,-0.2117
1.319,static,port_b,A,18.00,18.0300,18.0290,6.0097,-0.0010
1.462,static,port_b,A,18.00,18.0300,18.0322,6.0107,0.0022
1.606,static,port_b,A,18.00,18.0300,17.1213,5.7071,-0.9087
1.750,static,port_b,A,18.00,18.0300,18.0312,6.0104,0.0012
1.894,static,port_b,A,18.00,18.0300,18.0327,6.0109,0.0027
2.038,static,port_b,A,18.00,18.0300,17.8513,5.9504,-0.1787
2.181,static,port_b,A,18.00,18.0300,18.0316,6.0105,0.0016
2.325,static,port_b,A,18.00,18.0300,17.2428,5.7476,-0.7872
2.469,static,port_b,A,18.00,18.0300,18.0348,6.0116,0.0048
2.613,static,port_b,A,18.00,18.0300,18.0372,6.0124,0.0072
2.756,static,port_b,A,18.00,18.0300,17.0319,5.6773,-0.9981
2.900,static,port_b,A,18.00,18.0300,18.0341,6.0114,0.0041
3.044,static,port_b,A,18.00,18.0300,18.0061,6.0020,-0.0239
3.188,static,port_b,A,18.00,18.0300,17.8582,5.9527,-0.1718
3.332,static,port_b,A,18.00,18.0300,18.0351,6.0117,0.0051
3.475,static,port_b,A,18.00,18.0300,17.6054,5.8685,-0.4246
0.000,static,port_b,A,22.00,22.0600,22.0606,7.3535,0.0006
0.152,static,port_b,A,22.00,22.0600,21.1984,7.0661,-0.8616
0.296,static,port_b,A,22.00,22.0600,22.0652,7.3551,0.0052
0.440,static,port_b,A,22.00,22.0600,22.0494,7.3498,-0.0106
0.584,static,port_b,A,22.00,22.0600,21.9450,7.3150,-0.1150
0.727,static,port_b,A,22.00,22.0600,22.0702,7.3567,0.0102
0.871,static,port_b,A,22.00,22.0600,21.1800,7.0600,-0.8800
1.015,static,port_b,A,22.00,22.0600,22.0672,7.3557,0.0072
1.159,static,port_b,A,22.00,22.0600,22.0693,7.3564,0.0093
1.303,static,port_b,A,22.00,22.0600,21.2091,7.0697,-0.8509
1.447,static,port_b,A,22.00,22.0600,22.0680,7.3560,0.0080
1.591,static,port_b,A,22.00,22.0600,22.0745,7.3582,0.0145
1.734,static,port_b,A,22.00,22.0600,22.0697,7.3566,0.0097
1.878,static,port_b,A,22.00,22.0600,22.0691,7.3564,0.0091
2.022,static,port_b,A,22.00,22.0600,21.7933,7.2644,-0.2667
2.165,static,port_b,A,22.00,22.0600,22.0633,7.3544,0.0033
2.309,static,port_b,A,22.00,22.0600,22.0744,7.3581,0.0144
2.453,static,port_b,A,22.00,22.0600,22.0147,7.3382,-0.0453
2.597,static,port_b,A,22.00,22.0600,22.0700,7.3567,0.0100
2.740,static,port_b,A,22.00,22.0600,21.5537,7.1846,-0.5063
2.885,static,port_b,A,22.00,22.0600,22.0626,7.3542,0.0026
3.028,static,port_b,A,22.00,22.0600,22.0692,7.3564,0.0092
3.172,static,port_b,A,22.00,22.0600,21.0525,7.0175,-1.0075
3.316,static,port_b,A,22.00,22.0600,22.0668,7.3556,0.0068
3.460,static,port_b,A,22.00,22.0600,22.0706,7.3569,0.0106
0.000,static,port_b,A,26.00,26.0500,25.2939,8.4313,-0.7561
0.152,static,port_b,A,26.00,26.0500,25.2329,8.4110,-0.8171
0.296,static,port_b,A,26.00,26.0500,26.0582,8.6861,0.0082
0.440,static,port_b,A,26.00,26.0500,26.0598,8.6866,0.0098
0.583,static,port_b,A,26.00,26.0500,26.0251,8.6750,-0.0249
0.727,static,port_b,A,26.00,26.0500,26.0574,8.6858,0.0074
0.871,static,port_b,A,26.00,26.0500,25.9585,8.6528,-0.0915
1.015,static,port_b,A,26.00,26.0500,26.0545,8.6848,0.0045
1.159,static,port_b,A,26.00,26.0500,26.0567,8.6856,0.0067
1.303,static,port_b,A,26.00,26.0500,25.0476,8.3492,-1.0024
1.447,static,port_b,A,26.00,26.0500,26.0518,8.6839,0.0018
1.590,static,port_b,A,26.00,26.0500,26.0579,8.6860,0.0079
1.734,static,port_b,A,26.00,26.0500,26.0480,8.6827,-0.0020
1.878,static,port_b,A,26.00,26.0500,26.0570,8.6857,0.0070
2.022,static,port_b,A,26.00,26.0500,25.7622,8.5874,-0.2878
2.165,static,port_b,A,26.00,26.0500,26.0517,8.6839,0.0017
2.309,static,port_b,A,26.00,25.9800,25.9716,8.6572,-0.0084
2.453,static,port_b,A,26.00,26.0400,25.4117,8.4706,-0.6283
2.597,static,port_b,A,26.00,26.0400,26.0445,8.6815,0.0045
2.741,static,port_b,A,26.00,26.0400,26.0441,8.6814,0.0041
2.885,static,port_b,A,26.00,26.0400,25.9954,8.6651,-0.0446
3.028,static,port_b,A,26.00,26.0400,26.0438,8.6813,0.0038
3.172,static,port_b,A,26.00,26.0400,25.7311,8.5770,-0.3089
3.315,static,port_b,A,26.00,26.0400,26.0449,8.6816,0.0049
3.459,static,port_b,A,26.00,26.0400,26.0472,8.6824,0.0072
0.000,static,port_b,A,28.00,27.9500,27.5692,9.1897,-0.3808
0.153,static,port_b,A,28.00,27.9500,27.2941,9.0980,-0.6559
0.297,static,port_b,A,28.00,27.9500,27.9532,9.3177,0.0032
0.440,static,port_b,A,28.00,27.9500,27.9534,9.3178,0.0034
0.584,static,port_b,A,28.00,27.9500,27.2843,9.0948,-0.6657
0.728,static,port_b,A,28.00,27.9500,27.9516,9.3172,0.0016
0.872,static,port_b,A,28.00,27.9500,27.9564,9.3188,0.0064
1.016,static,port_b,A,28.00,27.9500,27.9488,9.3163,-0.0012
1.160,static,port_b,A,28.00,27.9500,27.9512,9.3171,0.0012
1.303,static,port_b,A,28.00,27.9500,27.1274,9.0425,-0.8226
1.447,static,port_b,A,28.00,27.9500,27.9515,9.3172,0.0015
1.591,static,port_b,A,28.00,27.9500,27.9527,9.3176,0.0027
1.735,static,port_b,A,28.00,27.9500,27.0914,9.0305,-0.8586
1.878,static,port_b,A,28.00,27.9500,27.9497,9.3166,-0.0003
2.022,static,port_b,A,28.00,27.9500,27.9505,9.3168,0.0005
2.166,static,port_b,A,28.00,27.9500,27.6107,9.2036,-0.3393
2.310,static,port_b,A,28.00,27.9500,27.9492,9.3164,-0.0008
2.470,static,port_b,A,28.00,27.9500,27.0949,9.0316,-0.8551
2.613,static,port_b,A,28.00,28.0500,28.0548,9.3516,0.0048
2.757,static,port_b,A,28.00,28.0400,28.0478,9.3493,0.0078
2.901,static,port_b,A,28.00,28.0400,27.7360,9.2453,-0.3040
3.045,static,port_b,A,28.00,28.0400,28.0473,9.3491,0.0073
3.188,static,port_b,A,28.00,28.0400,27.6713,9.2238,-0.3687
3.332,static,port_b,A,28.00,28.0400,28.0374,9.3458,-0.0026
3.476,static,port_b,A,28.00,28.0400,28.0418,9.3473,0.0018
0.000,static,port_b,A,30.00,29.9500,29.1632,9.7211,-0.7868
0.152,static,port_b,A,30.00,29.9500,29.1003,9.7001,-0.8497
0.296,static,port_b,A,30.00,29.9500,29.9528,9.9843,0.0028
0.440,static,port_b,A,30.00,29.9500,29.9533,9.9844,0.0033
0.584,static,port_b,A,30.00,29.9500,29.0448,9.6816,-0.9052
0.727,static,port_b,A,30.00,29.9500,29.9491,9.9830,-0.0009
0.871,static,port_b,A,30.00,29.9500,29.9266,9.9755,-0.0234
1.015,static,port_b,A,30.00,29.9500,29.9483,9.9828,-0.0017
1.159,static,port_b,A,30.00,29.9500,29.9523,9.9841,0.0023
1.303,static,port_b,A,30.00,29.9500,29.0764,9.6921,-0.8736
1.447,static,port_b,A,30.00,29.9500,29.9484,9.9828,-0.0016
1.590,static,port_b,A,30.00,29.9500,29.9551,9.9850,0.0051
1.734,static,port_b,A,30.00,29.9500,29.8475,9.9492,-0.1025
1.878,static,port_b,A,30.00,29.9500,29.9491,9.9830,-0.0009
2.022,static,port_b,A,30.00,29.9500,29.8114,9.9371,-0.1386
2.165,static,port_b,A,30.00,29.9500,29.9482,9.9827,-0.0018
2.309,static,port_b,A,30.00,29.9500,29.9507,9.9836,0.0007
2.453,static,port_b,A,30.00,29.9400,29.1363,9.7121,-0.8037
2.597,static,port_b,A,30.00,29.9500,29.9478,9.9826,-0.0022
2.741,static,port_b,A,30.00,29.9500,29.9434,9.9811,-0.0066
2.884,static,port_b,A,30.00,29.9500,29.4441,9.8147,-0.5059
3.028,static,port_b,A,30.00,29.9400,29.9500,9.9833,0.0100
3.172,static,port_b,A,30.00,29.9400,29.6670,9.8890,-0.2730
3.316,static,port_b,A,30.00,30.0500,30.0484,10.0161,-0.0016
3.459,static,port_b,A,30.00,30.0400,30.0497,10.0166,0.0097
0.000,dynamic,port_b,A,30.00,0.1200,0.2790,0.0930,0.1590
0.298,dynamic,port_b,A,30.00,0.1100,0.1222,0.0407,0.0122
0.586,dynamic,port_b,A,30.00,0.1100,0.1199,0.0400,0.0099
0.873,dynamic,port_b,A,30.00,0.1100,0.1183,0.0394,0.0083
1.161,dynamic,port_b,A,30.00,0.6100,0.6173,0.2058,0.0073
1.449,dynamic,port_b,A,30.00,1.0900,1.1145,0.3715,0.0245
1.736,dynamic,port_b,A,30.00,1.6300,1.6442,0.5481,0.0142
2.025,dynamic,port_b,A,30.00,2.0600,2.0723,0.6908,0.0123
2.312,dynamic,port_b,A,30.00,2.4300,2.4423,0.8141,0.0123
2.599,dynamic,port_b,A,30.00,2.7600,2.7803,0.9268,0.0203
2.886,dynamic,port_b,A,30.00,3.0800,3.0925,1.0308,0.0125
3.174,dynamic,port_b,A,30.00,3.3800,3.3962,1.1321,0.0162
3.461,dynamic,port_b,A,30.00,3.6800,3.6918,1.2306,0.0118
3.749,dynamic,port_b,A,30.00,3.9700,3.9900,1.3300,0.0200
4.036,dynamic,port_b,A,30.00,4.2700,4.2805,1.4268,0.0105
4.324,dynamic,port_b,A,30.00,4.5600,4.5683,1.5228,0.0083
4.612,dynamic,port_b,A,30.00,4.8500,4.8585,1.6195,0.0085
4.900,dynamic,port_b,A,30.00,5.1300,5.1493,1.7164,0.0193
5.187,dynamic,port_b,A,30.00,5.4200,5.4383,1.8128,0.0183
5.474,dynamic,port_b,A,30.00,5.7100,5.7255,1.9085,0.0155
5.762,dynamic,port_b,A,30.00,6.0000,6.0159,2.0053,0.0159
6.049,dynamic,port_b,A,30.00,6.2900,6.3029,2.1010,0.0129
6.337,dynamic,port_b,A,30.00,6.5800,6.5891,2.1964,0.0091
6.624,dynamic,port_b,A,30.00,6.8600,6.8734,2.2911,0.0134
6.912,dynamic,port_b,A,30.00,7.1500,7.1652,2.3884,0.0152
7.200,dynamic,port_b,A,30.00,7.4400,7.4535,2.4845,0.0135
7.487,dynamic,port_b,A,30.00,7.7300,7.7401,2.5800,0.0101
7.775,dynamic,port_b,A,30.00,8.0100,8.0289,2.6763,0.0189
8.063,dynamic,port_b,A,30.00,8.3000,8.3143,2.7714,0.0143
8.350,dynamic,port_b,A,30.00,8.5900,8.6044,2.8681,0.0144
8.638,dynamic,port_b,A,30.00,8.8800,8.8973,2.9658,0.0173
8.925,dynamic,port_b,A,30.00,9.1700,9.1807,3.0602,0.0107
9.213,dynamic,port_b,A,30.00,9.4500,9.4666,3.1555,0.0166
9.500,dynamic,port_b,A,30.00,9.7400,9.7568,3.2523,0.0168
9.788,dynamic,port_b,A,30.00,10.0300,10.0450,3.3483,0.0150
10.076,dynamic,port_b,A,30.00,10.3200,10.3342,3.4447,0.0142
10.364,dynamic,port_b,A,30.00,10.6100,10.6131,3.5377,0.0031
10.651,dynamic,port_b,A,30.00,10.8900,10.9011,3.6337,0.0111
10.938,dynamic,port_b,A,30.00,11.1800,11.1938,3.7313,0.0138
11.226,dynamic,port_b,A,30.00,11.4700,11.4817,3.8272,0.0117
11.514,dynamic,port_b,A,30.00,11.7600,11.7674,3.9225,0.0074
11.801,dynamic,port_b,A,30.00,12.0500,11.7815,3.9272,-0.2685
12.089,dynamic,port_b,A,30.00,12.3300,12.3491,4.1164,0.0191
12.376,dynamic,port_b,A,30.00,12.6200,12.6307,4.2102,0.0107
12.664,dynamic,port_b,A,30.00,12.9100,12.9184,4.3061,0.0084
12.951,dynamic,port_b,A,30.00,13.1900,12.3545,4.1182,-0.8355
13.239,dynamic,port_b,A,30.00,13.4800,13.4081,4.4694,-0.0719
13.527,dynamic,port_b,A,30.00,13.7700,13.7822,4.5941,0.0122
13.814,dynamic,port_b,A,30.00,14.0600,14.0673,4.6891,0.0073
14.102,dynamic,port_b,A,30.00,14.3500,13.5878,4.5293,-0.7622
14.389,dynamic,port_b,A,30.00,14.6300,14.3565,4.7855,-0.2735
14.677,dynamic,port_b,A,30.00,14.9200,14.9372,4.9791,0.0172
14.965,dynamic,port_b,A,30.00,15.2100,15.2180,5.0727,0.0080
15.252,dynamic,port_b,A,30.00,15.4900,14.9648,4.9883,-0.5252
15.540,dynamic,port_b,A,30.00,15.7800,15.3968,5.1323,-0.3832
15.827,dynamic,port_b,A,30.00,16.0700,16.0838,5.3613,0.0138
16.115,dynamic,port_b,A,30.00,16.3600,16.3698,5.4566,0.0098
16.402,dynamic,port_b,A,30.00,16.6500,16.4902,5.4967,-0.1598
16.690,dynamic,port_b,A,30.00,16.9300,16.3428,5.4476,-0.5872
16.977,dynamic,port_b,A,30.00,17.2200,17.2323,5.7441,0.0123
17.265,dynamic,port_b,A,30.00,17.5100,17.5219,5.8406,0.0119
17.552,dynamic,port_b,A,30.00,17.8000,17.5646,5.8549,-0.2354
17.840,dynamic,port_b,A,30.00,18.0800,17.4079,5.8026,-0.6721
