elapsed_s,phase,port,alicat_addr,target_sp,alicat_psi,transducer_psi,transducer_v,offset
0.715,static,port_b,A,28.00,28.0300,28.0393,9.3464,0.0093
0.859,static,port_b,A,28.00,28.0300,27.3298,9.1099,-0.7002
1.003,static,port_b,A,28.00,28.0300,28.0383,9.3461,0.0083
1.147,static,port_b,A,28.00,28.0300,28.0421,9.3474,0.0121
1.290,static,port_b,A,28.00,28.0300,27.3943,9.1314,-0.6357
1.434,static,port_b,A,28.00,28.0300,28.0395,9.3465,0.0095
1.578,static,port_b,A,28.00,28.0300,28.0288,9.3429,-0.0012
1.721,static,port_b,A,28.00,28.0300,28.0369,9.3456,0.0069
1.866,static,port_b,A,28.00,28.0300,28.0387,9.3462,0.0087
2.009,static,port_b,A,28.00,28.0300,27.2670,9.0890,-0.7630
2.153,static,port_b,A,28.00,28.0300,28.0334,9.3445,0.0034
2.297,static,port_b,A,28.00,28.0300,28.0425,9.3475,0.0125
2.441,static,port_b,A,28.00,28.0300,27.3293,9.1098,-0.7007
2.584,static,port_b,A,28.00,28.0300,28.0346,9.3449,0.0046
2.728,static,port_b,A,28.00,28.0600,27.7743,9.2581,-0.2857
2.872,static,port_b,A,28.00,28.0600,28.0599,9.3533,-0.0001
3.015,static,port_b,A,28.00,28.0600,28.0640,9.3547,0.0040
3.159,static,port_b,A,28.00,28.0600,27.1365,9.0455,-0.9235
3.303,static,port_b,A,28.00,28.0500,28.0626,9.3542,0.0126
3.447,static,port_b,A,28.00,28.0500,28.0627,9.3542,0.0127
0.000,static,port_b,A,30.00,30.0300,30.0192,10.0064,-0.0108
0.140,static,port_b,A,30.00,30.0300,30.0377,10.0126,0.0077
0.283,static,port_b,A,30.00,30.0300,30.0288,10.0096,-0.0012
0.427,static,port_b,A,30.00,30.0300,30.0361,10.0120,0.0061
0.571,static,port_b,A,30.00,30.0300,30.0355,10.0118,0.0055
0.715,static,port_b,A,30.00,30.0300,29.4280,9.8093,-0.6020
0.859,static,port_b,A,30.00,30.0300,30.0331,10.0110,0.0031
1.003,static,port_b,A,30.00,30.0300,30.0400,10.0133,0.0100
1.147,static,port_b,A,30.00,30.0300,29.1232,9.7077,-0.9068
1.290,static,port_b,A,30.00,30.0300,30.0356,10.0119,0.0056
1.434,static,port_b,A,30.00,30.0300,30.0362,10.0121,0.0062
1.577,static,port_b,A,30.00,30.0300,30.0292,10.0097,-0.0008
1.721,static,port_b,A,30.00,30.0300,30.0352,10.0117,0.0052
1.865,static,port_b,A,30.00,30.0300,29.3831,9.7944,-0.6469
2.009,static,port_b,A,30.00,30.0300,30.0315,10.0105,0.0015
2.153,static,port_b,A,30.00,30.0300,30.0348,10.0116,0.0048
2.297,static,port_b,A,30.00,30.0300,29.3489,9.7830,-0.6811
2.441,static,port_b,A,30.00,30.0300,30.0341,10.0114,0.0041
2.584,static,port_b,A,30.00,30.0300,30.0201,10.0067,-0.0099
2.728,static,port_b,A,30.00,30.0300,30.0255,10.0085,-0.0045
2.872,static,port_b,A,30.00,30.0300,30.1777,10.0592,0.1477
3.015,static,port_b,A,30.00,30.0500,29.3449,9.7816,-0.7051
3.160,static,port_b,A,30.00,30.0500,30.0558,10.0186,0.0058
3.303,static,port_b,A,30.00,30.0500,30.0582,10.0194,0.0082
3.447,static,port_b,A,30.00,30.0500,29.2655,9.7552,-0.7845
0.000,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
0.139,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
0.283,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
0.427,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
0.571,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
0.715,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
0.859,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
1.002,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
1.146,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
1.290,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
1.434,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
1.577,static,port_b,A,32.00,32.0300,30.3186,10.1062,-1.7114
1.721,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
1.865,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.009,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.153,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.297,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.440,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.584,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.728,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
2.871,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
3.016,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
3.160,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
3.303,static,port_b,A,32.00,32.0200,30.3186,10.1062,-1.7014
3.447,static,port_b,A,32.00,31.9600,30.3186,10.1062,-1.6414
0.000,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
0.140,static,port_b,A,35.00,35.0600,30.3186,10.1062,-4.7414
0.283,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
0.427,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
0.571,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
0.714,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
0.858,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.002,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.146,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.290,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.434,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.577,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.721,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
1.865,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
2.009,static,port_b,A,35.00,35.0500,30.3186,10.1062,-4.7314
2.153,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
2.296,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
2.440,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
2.584,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
2.727,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
2.871,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
3.015,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
3.159,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
3.303,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
3.447,static,port_b,A,35.00,35.0400,30.3186,10.1062,-4.7214
0.000,dynamic,port_b,A,35.00,13.3500,13.3556,4.4519,0.0056
0.266,dynamic,port_b,A,35.00,13.3500,13.3540,4.4513,0.0040
0.538,dynamic,port_b,A,35.00,13.3500,13.3580,4.4527,0.0080
0.809,dynamic,port_b,A,35.00,13.3500,13.3561,4.4520,0.0061
1.081,dynamic,port_b,A,35.00,13.3500,13.3537,4.4512,0.0037
1.353,dynamic,port_b,A,35.00,13.3500,13.3553,4.4518,0.0053
1.624,dynamic,port_b,A,35.00,13.3500,13.3589,4.4530,0.0089
1.896,dynamic,port_b,A,35.00,13.3500,13.3596,4.4532,0.0096
2.167,dynamic,port_b,A,35.00,13.3500,13.3543,4.4514,0.0043
2.439,dynamic,port_b,A,35.00,13.3500,13.3563,4.4521,0.0063
2.710,dynamic,port_b,A,35.00,13.3500,13.3566,4.4522,0.0066
2.982,dynamic,port_b,A,35.00,13.3500,13.3518,4.4506,0.0018
3.253,dynamic,port_b,A,35.00,13.3500,13.3569,4.4523,0.0069
3.525,dynamic,port_b,A,35.00,13.3500,13.3579,4.4526,0.0079
3.797,dynamic,port_b,A,35.00,13.3500,13.3569,4.4523,0.0069
4.069,dynamic,port_b,A,35.00,13.3500,13.3557,4.4519,0.0057
4.340,dynamic,port_b,A,35.00,13.3500,13.3575,4.4525,0.0075
4.612,dynamic,port_b,A,35.00,13.3500,13.3559,4.4520,0.0059
4.883,dynamic,port_b,A,35.00,13.3500,13.3576,4.4525,0.0076
5.155,dynamic,port_b,A,35.00,13.3500,13.3553,4.4518,0.0053
5.427,dynamic,port_b,A,35.00,13.3500,13.3550,4.4517,0.0050
5.698,dynamic,port_b,A,35.00,13.3500,13.3576,4.4525,0.0076
5.970,dynamic,port_b,A,35.00,13.3500,13.3570,4.4523,0.0070
6.241,dynamic,port_b,A,35.00,13.3500,13.3603,4.4534,0.0103
6.513,dynamic,port_b,A,35.00,13.3500,13.3553,4.4518,0.0053
6.784,dynamic,port_b,A,35.00,13.3500,13.3528,4.4509,0.0028
7.056,dynamic,port_b,A,35.00,13.3500,13.3547,4.4516,0.0047
7.327,dynamic,port_b,A,35.00,15.1500,15.1692,5.0564,0.0192
7.599,dynamic,port_b,A,35.00,15.7800,15.8031,5.2677,0.0231
7.871,dynamic,port_b,A,35.00,16.3500,15.4264,5.1421,-0.9236
8.142,dynamic,port_b,A,35.00,16.8500,16.8114,5.6038,-0.0386
8.414,dynamic,port_b,A,35.00,17.3200,17.3381,5.7794,0.0181
8.686,dynamic,port_b,A,35.00,17.7600,17.7794,5.9265,0.0194
8.957,dynamic,port_b,A,35.00,18.1900,17.3931,5.7977,-0.7969
9.229,dynamic,port_b,A,35.00,18.6100,18.6279,6.2093,0.0179
9.500,dynamic,port_b,A,35.00,19.0300,19.0411,6.3470,0.0111
9.772,dynamic,port_b,A,35.00,19.4400,18.4499,6.1500,-0.9901
10.044,dynamic,port_b,A,35.00,19.8500,19.8671,6.6224,0.0171
10.315,dynamic,port_b,A,35.00,20.2600,20.2767,6.7589,0.0167
10.587,dynamic,port_b,A,35.00,20.6700,20.6671,6.8890,-0.0029
10.863,dynamic,port_b,A,35.00,21.0900,21.1012,7.0337,0.0112
11.129,dynamic,port_b,A,35.00,21.4900,21.5047,7.1682,0.0147
11.401,dynamic,port_b,A,35.00,21.9000,21.9069,7.3023,0.0069
11.673,dynamic,port_b,A,35.00,22.3000,21.2084,7.0695,-1.0916
11.944,dynamic,port_b,A,35.00,22.7100,22.7252,7.5751,0.0152
12.216,dynamic,port_b,A,35.00,23.1200,23.1309,7.7103,0.0109
12.488,dynamic,port_b,A,35.00,23.5300,23.0362,7.6787,-0.4938
12.759,dynamic,port_b,A,35.00,23.9400,23.6716,7.8905,-0.2684
13.031,dynamic,port_b,A,35.00,24.3400,24.3572,8.1191,0.0172
13.303,dynamic,port_b,A,35.00,24.7500,24.7611,8.2537,0.0111
13.574,dynamic,port_b,A,35.00,25.1600,24.0598,8.0199,-1.1002
13.846,dynamic,port_b,A,35.00,25.5600,25.5815,8.5272,0.0215
14.117,dynamic,port_b,A,35.00,25.9700,25.9840,8.6613,0.0140
14.388,dynamic,port_b,A,35.00,26.3800,26.0072,8.6691,-0.3728
14.660,dynamic,port_b,A,35.00,26.7900,26.7141,8.9047,-0.0759
14.932,dynamic,port_b,A,35.00,27.2000,27.2174,9.0725,0.0174
15.204,dynamic,port_b,A,35.00,27.6000,27.6156,9.2052,0.0156
15.475,dynamic,port_b,A,35.00,28.0100,27.2268,9.0756,-0.7832
15.747,dynamic,port_b,A,35.00,28.4200,28.4358,9.4786,0.0158
16.019,dynamic,port_b,A,35.00,28.8300,28.8387,9.6129,0.0087
16.290,dynamic,port_b,A,35.00,29.2300,28.5188,9.5063,-0.7112
16.562,dynamic,port_b,A,35.00,29.6400,29.6553,9.8851,0.0153
16.833,dynamic,port_b,A,35.00,30.0500,30.0615,10.0205,0.0115
17.105,dynamic,port_b,A,35.00,30.4500,30.3186,10.1062,-0.1314
17.376,dynamic,port_b,A,35.00,30.8600,30.3186,10.1062,-0.5414
17.648,dynamic,port_b,A,35.00,31.2700,30.3186,10.1062,-0.9514
17.920,dynamic,port_b,A,35.00,31.6800,30.3186,10.1062,-1.3614
18.191,dynamic,port_b,A,35.00,32.0800,30.3186,10.1062,-1.7614
18.463,dynamic,port_b,A,35.00,32.4900,30.3186,10.1062,-2.1714
18.734,dynamic,port_b,A,35.00,32.9000,30.3186,10.1062,-2.5814
