elapsed_s,phase,port,alicat_addr,target_sp,alicat_psi,transducer_psi,transducer_v,offset
1.434,static,port_a,B,18.00,17.9700,17.9895,5.9965,0.0195
1.578,static,port_a,B,18.00,17.9600,17.9589,5.9863,-0.0011
1.722,static,port_a,B,18.00,17.9600,17.5068,5.8356,-0.4532
1.865,static,port_a,B,18.00,17.9500,17.9761,5.9920,0.0261
2.009,static,port_a,B,18.00,17.9500,17.2058,5.7353,-0.7442
2.153,static,port_a,B,18.00,17.9500,17.9673,5.9891,0.0173
2.297,static,port_a,B,18.00,17.9400,17.9705,5.9902,0.0305
2.441,static,port_a,B,18.00,17.9400,16.3840,5.4613,-1.5560
2.584,static,port_a,B,18.00,17.9400,17.9612,5.9871,0.0212
2.728,static,port_a,B,18.00,17.9400,17.9654,5.9885,0.0254
2.872,static,port_a,B,18.00,17.9400,17.0507,5.6836,-0.8893
3.016,static,port_a,B,18.00,17.9400,17.9601,5.9867,0.0201
3.160,static,port_a,B,18.00,17.9400,17.3544,5.7848,-0.5856
3.303,static,port_a,B,18.00,17.9400,17.9612,5.9871,0.0212
3.447,static,port_a,B,18.00,17.9400,17.9629,5.9876,0.0229
0.000,static,port_a,B,22.00,22.0800,22.0982,7.3661,0.0182
0.139,static,port_a,B,22.00,22.0700,19.4687,6.4896,-2.6013
0.283,static,port_a,B,22.00,22.0700,22.0846,7.3615,0.0146
0.427,static,port_a,B,22.00,22.0600,21.3941,7.1314,-0.6659
0.571,static,port_a,B,22.00,22.0500,22.0647,7.3549,0.0147
0.715,static,port_a,B,22.00,22.0300,22.0591,7.3530,0.0291
0.858,static,port_a,B,22.00,22.0300,20.5450,6.8483,-1.4850
1.002,static,port_a,B,22.00,22.0200,22.0345,7.3448,0.0145
1.146,static,port_a,B,22.00,22.0100,22.0298,7.3433,0.0198
1.290,static,port_a,B,22.00,22.0000,21.0281,7.0094,-0.9719
1.433,static,port_a,B,22.00,21.9900,22.0083,7.3361,0.0183
1.577,static,port_a,B,22.00,21.9800,21.5902,7.1967,-0.3898
1.721,static,port_a,B,22.00,21.9700,21.9888,7.3296,0.0188
1.865,static,port_a,B,22.00,21.9700,21.9910,7.3303,0.0210
2.009,static,port_a,B,22.00,21.9600,20.5806,6.8602,-1.3794
2.153,static,port_a,B,22.00,21.9600,21.9748,7.3249,0.0148
2.296,static,port_a,B,22.00,21.9500,21.9784,7.3261,0.0284
2.440,static,port_a,B,22.00,21.9500,20.9047,6.9682,-1.0453
2.583,static,port_a,B,22.00,21.9500,21.9670,7.3223,0.0170
2.728,static,port_a,B,22.00,21.9500,21.7790,7.2597,-0.1710
2.872,static,port_a,B,22.00,21.9500,21.6574,7.2191,-0.2926
3.015,static,port_a,B,22.00,21.9400,21.9671,7.3224,0.0271
3.159,static,port_a,B,22.00,21.9400,21.1386,7.0462,-0.8014
3.302,static,port_a,B,22.00,21.9400,21.9621,7.3207,0.0221
3.447,static,port_a,B,22.00,21.9400,21.9663,7.3221,0.0263
0.000,static,port_a,B,26.00,25.9900,26.0125,8.6708,0.0225
0.140,static,port_a,B,26.00,25.9900,25.9357,8.6452,-0.0543
0.284,static,port_a,B,26.00,25.9900,26.0065,8.6688,0.0165
0.427,static,port_a,B,26.00,25.9900,24.0015,8.0005,-1.9885
0.571,static,port_a,B,26.00,25.9800,26.0044,8.6681,0.0244
0.715,static,port_a,B,26.00,25.9800,25.9989,8.6663,0.0189
0.859,static,port_a,B,26.00,25.9800,25.0454,8.3485,-0.9346
1.002,static,port_a,B,26.00,25.9800,25.9989,8.6663,0.0189
1.146,static,port_a,B,26.00,25.9800,25.3478,8.4493,-0.6322
1.290,static,port_a,B,26.00,25.9800,25.9926,8.6642,0.0126
1.434,static,port_a,B,26.00,25.9700,25.9968,8.6656,0.0268
1.578,static,port_a,B,26.00,25.9700,24.4326,8.1442,-1.5374
1.722,static,port_a,B,26.00,25.9700,25.9925,8.6642,0.0225
1.865,static,port_a,B,26.00,25.9700,25.9926,8.6642,0.0226
2.009,static,port_a,B,26.00,25.9700,25.0100,8.3367,-0.9600
2.153,static,port_a,B,26.00,25.9700,25.9867,8.6622,0.0167
2.296,static,port_a,B,26.00,25.9700,25.3699,8.4566,-0.6001
2.440,static,port_a,B,26.00,25.9700,25.9849,8.6616,0.0149
2.584,static,port_a,B,26.00,25.9700,25.9857,8.6619,0.0157
2.728,static,port_a,B,26.00,25.9700,24.4491,8.1497,-1.5209
2.871,static,port_a,B,26.00,25.9700,25.9861,8.6620,0.0161
3.015,static,port_a,B,26.00,25.9700,25.9854,8.6618,0.0154
3.159,static,port_a,B,26.00,25.9700,24.9474,8.3158,-1.0226
3.303,static,port_a,B,26.00,25.9700,25.9820,8.6607,0.0120
3.447,static,port_a,B,26.00,25.9700,25.7827,8.5942,-0.1873
0.000,static,port_a,B,28.00,28.0600,26.9832,8.9944,-1.0768
0.140,static,port_a,B,28.00,28.0600,28.0780,9.3593,0.0180
0.284,static,port_a,B,28.00,28.0600,27.4384,9.1461,-0.6216
0.428,static,port_a,B,28.00,28.0600,27.8025,9.2675,-0.2575
0.571,static,port_a,B,28.00,28.0500,28.0713,9.3571,0.0213
0.715,static,port_a,B,28.00,28.0500,26.8706,8.9569,-1.1794
0.858,static,port_a,B,28.00,28.0400,28.0552,9.3517,0.0152
1.002,static,port_a,B,28.00,28.0300,28.0480,9.3493,0.0180
1.146,static,port_a,B,28.00,28.0300,26.7397,8.9132,-1.2903
1.290,static,port_a,B,28.00,28.0200,28.0336,9.3445,0.0136
1.434,static,port_a,B,28.00,28.0100,27.7286,9.2429,-0.2814
1.578,static,port_a,B,28.00,28.0000,27.6015,9.2005,-0.3985
1.721,static,port_a,B,28.00,28.0000,28.0165,9.3388,0.0165
1.865,static,port_a,B,28.00,27.9900,26.7449,8.9150,-1.2451
2.009,static,port_a,B,28.00,27.9900,27.9989,9.3330,0.0089
2.153,static,port_a,B,28.00,27.9800,28.0002,9.3334,0.0202
2.296,static,port_a,B,28.00,27.9800,26.7522,8.9174,-1.2278
2.440,static,port_a,B,28.00,27.9700,27.9874,9.3291,0.0174
2.584,static,port_a,B,28.00,27.9700,27.9261,9.3087,-0.0439
2.728,static,port_a,B,28.00,27.9600,27.8545,9.2848,-0.1055
2.872,static,port_a,B,28.00,27.9600,27.9767,9.3256,0.0167
3.016,static,port_a,B,28.00,27.9600,26.8987,8.9662,-1.0613
3.159,static,port_a,B,28.00,27.9600,27.9718,9.3239,0.0118
3.303,static,port_a,B,28.00,27.9500,27.9774,9.3258,0.0274
3.446,static,port_a,B,28.00,27.9500,26.8057,8.9352,-1.1443
0.000,static,port_a,B,30.00,30.0600,28.0111,9.3370,-2.0489
0.140,static,port_a,B,30.00,30.0600,30.0714,10.0238,0.0114
0.283,static,port_a,B,30.00,30.0500,28.4261,9.4754,-1.6239
0.427,static,port_a,B,30.00,30.0500,30.0665,10.0222,0.0165
0.571,static,port_a,B,30.00,30.0500,30.0646,10.0215,0.0146
0.715,static,port_a,B,30.00,30.0400,29.0764,9.6921,-0.9636
0.859,static,port_a,B,30.00,30.0400,30.0552,10.0184,0.0152
1.002,static,port_a,B,30.00,30.0300,29.3407,9.7802,-0.6893
1.146,static,port_a,B,30.00,30.0300,30.0416,10.0139,0.0116
1.290,static,port_a,B,30.00,30.0200,30.0375,10.0125,0.0175
1.434,static,port_a,B,30.00,30.0200,28.4386,9.4795,-1.5814
1.578,static,port_a,B,30.00,30.0100,30.0239,10.0080,0.0139
1.721,static,port_a,B,30.00,30.0000,30.0191,10.0064,0.0191
1.865,static,port_a,B,30.00,30.0000,29.0215,9.6738,-0.9785
2.009,static,port_a,B,30.00,29.9900,30.0085,10.0028,0.0185
2.153,static,port_a,B,30.00,29.9900,29.4678,9.8226,-0.5222
2.296,static,port_a,B,30.00,29.9800,29.9954,9.9985,0.0154
2.440,static,port_a,B,30.00,29.9800,29.9949,9.9983,0.0149
2.584,static,port_a,B,30.00,29.9700,28.4177,9.4726,-1.5523
2.728,static,port_a,B,30.00,29.9700,29.9835,9.9945,0.0135
2.872,static,port_a,B,30.00,29.9700,29.9822,9.9941,0.0122
3.015,static,port_a,B,30.00,29.9600,28.9816,9.6605,-0.9784
3.159,static,port_a,B,30.00,29.9600,29.9748,9.9916,0.0148
3.303,static,port_a,B,30.00,29.9600,29.4609,9.8203,-0.4991
3.447,static,port_a,B,30.00,29.9600,29.9694,9.9898,0.0094
0.000,static,port_a,B,32.00,32.0500,30.3186,10.1062,-1.7314
0.140,static,port_a,B,32.00,32.0500,30.3186,10.1062,-1.7314
0.283,static,port_a,B,32.00,32.0500,30.3186,10.1062,-1.7314
0.427,static,port_a,B,32.00,32.0500,30.3186,10.1062,-1.7314
0.571,static,port_a,B,32.00,32.0500,30.3186,10.1062,-1.7314
0.715,static,port_a,B,32.00,32.0500,30.3186,10.1062,-1.7314
0.858,static,port_a,B,32.00,32.0400,30.3186,10.1062,-1.7214
1.002,static,port_a,B,32.00,32.0400,30.2953,10.0984,-1.7447
1.146,static,port_a,B,32.00,32.0300,30.3186,10.1062,-1.7114
1.290,static,port_a,B,32.00,32.0300,30.3186,10.1062,-1.7114
1.434,static,port_a,B,32.00,32.0200,30.3186,10.1062,-1.7014
1.578,static,port_a,B,32.00,32.0200,30.3186,10.1062,-1.7014
1.721,static,port_a,B,32.00,32.0100,30.3186,10.1062,-1.6914
1.865,static,port_a,B,32.00,32.0100,30.3186,10.1062,-1.6914
2.009,static,port_a,B,32.00,32.0000,30.3186,10.1062,-1.6814
2.153,static,port_a,B,32.00,32.0000,30.2713,10.0904,-1.7287
2.296,static,port_a,B,32.00,31.9900,30.3186,10.1062,-1.6714
2.440,static,port_a,B,32.00,31.9900,30.3186,10.1062,-1.6714
2.584,static,port_a,B,32.00,31.9800,30.3186,10.1062,-1.6614
2.728,static,port_a,B,32.00,31.9800,30.3186,10.1062,-1.6614
2.872,static,port_a,B,32.00,31.9700,30.3186,10.1062,-1.6514
3.015,static,port_a,B,32.00,31.9700,30.3186,10.1062,-1.6514
3.159,static,port_a,B,32.00,31.9700,30.3186,10.1062,-1.6514
3.303,static,port_a,B,32.00,31.9600,30.3186,10.1062,-1.6414
3.446,static,port_a,B,32.00,31.9600,30.3186,10.1062,-1.6414
0.000,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.139,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.283,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.427,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.571,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.715,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.859,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.003,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.146,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.290,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.434,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.577,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.722,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
1.865,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.009,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.153,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.297,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.441,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.584,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.728,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
2.872,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
3.015,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
3.159,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
3.303,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
3.447,static,port_a,B,35.00,35.0000,30.3186,10.1062,-4.6814
0.000,dynamic,port_a,B,35.00,13.3400,13.3718,4.4573,0.0318
0.266,dynamic,port_a,B,35.00,13.3400,13.3737,4.4579,0.0337
0.538,dynamic,port_a,B,35.00,13.3400,13.3702,4.4567,0.0302
0.810,dynamic,port_a,B,35.00,13.3400,13.3675,4.4558,0.0275
1.082,dynamic,port_a,B,35.00,13.3400,13.3701,4.4567,0.0301
1.353,dynamic,port_a,B,35.00,13.3400,13.3651,4.4550,0.0251
1.625,dynamic,port_a,B,35.00,13.3400,13.3685,4.4562,0.0285
1.896,dynamic,port_a,B,35.00,13.3400,13.3727,4.4576,0.0327
2.168,dynamic,port_a,B,35.00,13.3400,13.3695,4.4565,0.0295
2.439,dynamic,port_a,B,35.00,13.3400,13.3678,4.4559,0.0278
2.711,dynamic,port_a,B,35.00,13.3400,13.3735,4.4578,0.0335
2.983,dynamic,port_a,B,35.00,13.3400,13.3711,4.4570,0.0311
3.254,dynamic,port_a,B,35.00,13.3400,13.3672,4.4557,0.0272
3.526,dynamic,port_a,B,35.00,13.3400,13.3674,4.4558,0.0274
3.797,dynamic,port_a,B,35.00,13.3400,13.3742,4.4581,0.0342
4.069,dynamic,port_a,B,35.00,13.3400,13.3692,4.4564,0.0292
4.340,dynamic,port_a,B,35.00,13.3400,13.3674,4.4558,0.0274
4.612,dynamic,port_a,B,35.00,13.3400,13.3713,4.4571,0.0313
4.884,dynamic,port_a,B,35.00,13.3400,13.3687,4.4562,0.0287
5.155,dynamic,port_a,B,35.00,13.3400,13.3699,4.4566,0.0299
5.427,dynamic,port_a,B,35.00,13.3400,13.3713,4.4571,0.0313
5.699,dynamic,port_a,B,35.00,13.3400,13.3676,4.4559,0.0276
5.970,dynamic,port_a,B,35.00,13.3400,13.3667,4.4556,0.0267
6.242,dynamic,port_a,B,35.00,13.3400,13.3677,4.4559,0.0277
6.513,dynamic,port_a,B,35.00,13.3400,13.3716,4.4572,0.0316
6.785,dynamic,port_a,B,35.00,13.3400,13.3667,4.4556,0.0267
7.057,dynamic,port_a,B,35.00,13.3400,13.3719,4.4573,0.0319
7.328,dynamic,port_a,B,35.00,15.2300,15.2647,5.0882,0.0347
7.599,dynamic,port_a,B,35.00,15.8500,15.8781,5.2927,0.0281
7.871,dynamic,port_a,B,35.00,16.4000,16.4229,5.4743,0.0229
8.143,dynamic,port_a,B,35.00,16.8900,16.9184,5.6395,0.0284
8.415,dynamic,port_a,B,35.00,17.3500,17.3737,5.7912,0.0237
8.686,dynamic,port_a,B,35.00,17.7800,17.1662,5.7221,-0.6138
8.958,dynamic,port_a,B,35.00,18.2000,18.1919,6.0640,-0.0081
9.229,dynamic,port_a,B,35.00,18.6200,18.6455,6.2152,0.0255
9.501,dynamic,port_a,B,35.00,19.0300,18.8535,6.2845,-0.1765
9.772,dynamic,port_a,B,35.00,19.4400,18.5510,6.1837,-0.8890
10.044,dynamic,port_a,B,35.00,19.8500,19.8751,6.6250,0.0251
10.315,dynamic,port_a,B,35.00,20.2600,20.2834,6.7611,0.0234
10.587,dynamic,port_a,B,35.00,20.6700,18.8261,6.2754,-1.8439
10.859,dynamic,port_a,B,35.00,21.0800,21.1052,7.0351,0.0252
11.130,dynamic,port_a,B,35.00,21.4900,21.5081,7.1694,0.0181
11.402,dynamic,port_a,B,35.00,21.9000,20.3730,6.7910,-1.5270
11.673,dynamic,port_a,B,35.00,22.3000,22.1159,7.3720,-0.1841
11.945,dynamic,port_a,B,35.00,22.7100,22.7348,7.5783,0.0248
12.217,dynamic,port_a,B,35.00,23.1200,22.4089,7.4696,-0.7111
12.488,dynamic,port_a,B,35.00,23.5300,22.6596,7.5532,-0.8704
12.760,dynamic,port_a,B,35.00,23.9400,23.9577,7.9859,0.0177
13.031,dynamic,port_a,B,35.00,24.3400,24.3609,8.1203,0.0209
13.303,dynamic,port_a,B,35.00,24.7500,23.0658,7.6886,-1.6842
13.574,dynamic,port_a,B,35.00,25.1600,25.1824,8.3941,0.0224
13.846,dynamic,port_a,B,35.00,25.5600,25.5821,8.5274,0.0221
14.118,dynamic,port_a,B,35.00,25.9700,24.2141,8.0714,-1.7559
14.390,dynamic,port_a,B,35.00,26.3800,26.3799,8.7933,-0.0001
14.661,dynamic,port_a,B,35.00,26.7900,26.8109,8.9370,0.0209
14.932,dynamic,port_a,B,35.00,27.1900,26.6868,8.8956,-0.5032
15.204,dynamic,port_a,B,35.00,27.6000,26.7589,8.9196,-0.8411
15.476,dynamic,port_a,B,35.00,28.0100,28.0314,9.3438,0.0214
15.747,dynamic,port_a,B,35.00,28.4200,28.4351,9.4784,0.0151
16.018,dynamic,port_a,B,35.00,28.8200,26.9752,8.9917,-1.8448
16.290,dynamic,port_a,B,35.00,29.2300,29.2516,9.7505,0.0216
16.562,dynamic,port_a,B,35.00,29.6400,29.6578,9.8859,0.0178
16.834,dynamic,port_a,B,35.00,30.0500,28.3431,9.4477,-1.7069
17.105,dynamic,port_a,B,35.00,30.4500,30.3186,10.1062,-0.1314
17.377,dynamic,port_a,B,35.00,30.8600,30.3186,10.1062,-0.5414
17.648,dynamic,port_a,B,35.00,31.2700,30.3186,10.1062,-0.9514
17.920,dynamic,port_a,B,35.00,31.6800,30.3186,10.1062,-1.3614
18.192,dynamic,port_a,B,35.00,32.0800,30.3186,10.1062,-1.7614
18.463,dynamic,port_a,B,35.00,32.4900,30.3186,10.1062,-2.1714
18.735,dynamic,port_a,B,35.00,32.9000,30.3186,10.1062,-2.5814
0.000,static,port_b,A,14.00,14.0500,14.0533,4.6844,0.0033
0.139,static,port_b,A,14.00,14.0500,14.0574,4.6858,0.0074
0.284,static,port_b,A,14.00,14.0500,14.0528,4.6843,0.0028
0.427,static,port_b,A,14.00,14.0500,14.0553,4.6851,0.0053
0.571,static,port_b,A,14.00,14.0500,14.0498,4.6833,-0.0002
0.715,static,port_b,A,14.00,14.0500,14.0535,4.6845,0.0035
0.858,static,port_b,A,14.00,14.0500,14.0576,4.6859,0.0076
1.002,static,port_b,A,14.00,14.0500,14.0503,4.6834,0.0003
1.146,static,port_b,A,14.00,14.0500,14.0571,4.6857,0.0071
1.290,static,port_b,A,14.00,14.0500,14.0544,4.6848,0.0044
1.434,static,port_b,A,14.00,14.0500,14.0560,4.6853,0.0060
1.578,static,port_b,A,14.00,14.0500,14.0583,4.6861,0.0083
1.721,static,port_b,A,14.00,14.0500,13.8622,4.6207,-0.1878
1.865,static,port_b,A,14.00,14.0500,14.0549,4.6850,0.0049
2.009,static,port_b,A,14.00,14.0500,14.0549,4.6850,0.0049
2.153,static,port_b,A,14.00,14.0500,13.9380,4.6460,-0.1120
2.296,static,port_b,A,14.00,14.0500,14.0550,4.6850,0.0050
2.440,static,port_b,A,14.00,14.0500,13.9262,4.6421,-0.1238
2.584,static,port_b,A,14.00,14.0500,14.0532,4.6844,0.0032
2.728,static,port_b,A,14.00,14.0500,14.0592,4.6864,0.0092
2.871,static,port_b,A,14.00,14.0500,12.9667,4.3222,-1.0833
3.015,static,port_b,A,14.00,14.0500,14.0554,4.6851,0.0054
3.159,static,port_b,A,14.00,14.0500,14.0578,4.6859,0.0078
3.303,static,port_b,A,14.00,14.0500,13.7060,4.5687,-0.3440
3.447,static,port_b,A,14.00,14.0500,14.0538,4.6846,0.0038
0.000,static,port_b,A,18.00,18.0600,18.0659,6.0220,0.0059
0.140,static,port_b,A,18.00,18.0000,17.9955,5.9985,-0.0045
0.284,static,port_b,A,18.00,18.1100,18.1262,6.0421,0.0162
0.428,static,port_b,A,18.00,18.1100,17.0442,5.6814,-1.0658
0.572,static,port_b,A,18.00,18.1100,18.1150,6.0383,0.0050
0.715,static,port_b,A,18.00,18.1100,18.1209,6.0403,0.0109
0.859,static,port_b,A,18.00,18.1100,17.4311,5.8104,-0.6789
1.003,static,port_b,A,18.00,18.1100,18.1133,6.0378,0.0033
1.147,static,port_b,A,18.00,18.1000,18.0972,6.0324,-0.0028
1.290,static,port_b,A,18.00,18.1000,18.1082,6.0361,0.0082
1.434,static,port_b,A,18.00,18.1000,18.1081,6.0360,0.0081
1.578,static,port_b,A,18.00,18.0900,17.0267,5.6756,-1.0633
1.722,static,port_b,A,18.00,18.0900,18.0923,6.0308,0.0023
1.866,static,port_b,A,18.00,18.0700,18.0854,6.0285,0.0154
2.009,static,port_b,A,18.00,18.0600,17.4339,5.8113,-0.6261
2.153,static,port_b,A,18.00,18.0500,18.0511,6.0170,0.0011
2.297,static,port_b,A,18.00,18.0400,17.9098,5.9699,-0.1302
2.441,static,port_b,A,18.00,18.0200,18.0269,6.0090,0.0069
2.584,static,port_b,A,18.00,18.0100,18.0184,6.0061,0.0084
2.728,static,port_b,A,18.00,18.0000,16.9005,5.6335,-1.0995
2.872,static,port_b,A,18.00,17.9900,17.9935,5.9978,0.0035
3.016,static,port_b,A,18.00,17.9800,17.9894,5.9965,0.0094
3.160,static,port_b,A,18.00,17.9700,17.4230,5.8077,-0.5470
3.303,static,port_b,A,18.00,17.9600,17.9646,5.9882,0.0046
3.447,static,port_b,A,18.00,17.9500,17.5176,5.8392,-0.4324
0.000,static,port_b,A,22.00,22.0400,21.6309,7.2103,-0.4091
0.140,static,port_b,A,22.00,22.0400,22.0514,7.3505,0.0114
0.283,static,port_b,A,22.00,22.0500,21.4961,7.1654,-0.5539
0.427,static,port_b,A,22.00,22.0400,22.0496,7.3499,0.0096
0.571,static,port_b,A,22.00,22.0400,22.0520,7.3507,0.0120
0.715,static,port_b,A,22.00,22.0400,20.9342,6.9781,-1.1058
0.859,static,port_b,A,22.00,22.0400,22.0491,7.3497,0.0091
1.003,static,port_b,A,22.00,22.0500,22.0512,7.3504,0.0012
1.147,static,port_b,A,22.00,22.0400,21.4142,7.1381,-0.6258
1.290,static,port_b,A,22.00,22.0400,22.0511,7.3504,0.0111
1.434,static,port_b,A,22.00,22.0400,21.6996,7.2332,-0.3404
1.577,static,port_b,A,22.00,22.0400,22.0487,7.3496,0.0087
1.721,static,port_b,A,22.00,22.0200,22.1907,7.3969,0.1707
1.865,static,port_b,A,22.00,22.0900,20.9532,6.9844,-1.1368
2.009,static,port_b,A,22.00,22.0800,22.0900,7.3633,0.0100
2.153,static,port_b,A,22.00,22.0800,22.0924,7.3641,0.0124
2.296,static,port_b,A,22.00,22.0800,21.9106,7.3035,-0.1694
2.441,static,port_b,A,22.00,22.0800,22.0861,7.3620,0.0061
2.584,static,port_b,A,22.00,22.0800,21.6531,7.2177,-0.4269
2.728,static,port_b,A,22.00,22.0800,22.0878,7.3626,0.0078
2.871,static,port_b,A,22.00,22.0800,22.0884,7.3628,0.0084
3.015,static,port_b,A,22.00,22.0800,21.0501,7.0167,-1.0299
3.159,static,port_b,A,22.00,22.0800,22.0859,7.3620,0.0059
3.303,static,port_b,A,22.00,22.0800,22.0868,7.3623,0.0068
3.447,static,port_b,A,22.00,22.0800,21.7157,7.2386,-0.3643
0.000,static,port_b,A,26.00,26.0400,25.8274,8.6091,-0.2126
0.140,static,port_b,A,26.00,26.0400,26.0513,8.6838,0.0113
0.283,static,port_b,A,26.00,26.0400,25.5429,8.5143,-0.4971
0.427,static,port_b,A,26.00,26.0400,26.0462,8.6821,0.0062
0.571,static,port_b,A,26.00,26.0400,25.5396,8.5132,-0.5004
0.715,static,port_b,A,26.00,26.0400,26.0466,8.6822,0.0066
0.859,static,port_b,A,26.00,26.0400,26.0497,8.6832,0.0097
1.003,static,port_b,A,26.00,26.0400,24.9545,8.3182,-1.0855
1.146,static,port_b,A,26.00,26.0400,26.0492,8.6831,0.0092
1.290,static,port_b,A,26.00,26.0400,26.0502,8.6834,0.0102
1.434,static,port_b,A,26.00,26.0400,25.5202,8.5067,-0.5198
1.578,static,port_b,A,26.00,26.0400,26.0482,8.6827,0.0082
1.722,static,port_b,A,26.00,26.0400,25.8100,8.6033,-0.2300
1.865,static,port_b,A,26.00,26.0400,26.0451,8.6817,0.0051
2.009,static,port_b,A,26.00,26.0400,26.0471,8.6824,0.0071
2.153,static,port_b,A,26.00,26.0700,24.9973,8.3324,-1.0727
2.296,static,port_b,A,26.00,26.0700,26.0795,8.6932,0.0095
2.441,static,port_b,A,26.00,26.0700,26.0794,8.6931,0.0094
2.584,static,port_b,A,26.00,26.0700,25.7941,8.5980,-0.2759
2.728,static,port_b,A,26.00,26.0700,26.0746,8.6915,0.0046
2.872,static,port_b,A,26.00,26.0700,25.9211,8.6404,-0.1489
3.015,static,port_b,A,26.00,26.0700,26.0721,8.6907,0.0021
3.160,static,port_b,A,26.00,26.0700,26.0744,8.6915,0.0044
3.303,static,port_b,A,26.00,26.0700,24.9935,8.3312,-1.0765
3.447,static,port_b,A,26.00,26.0700,26.0740,8.6913,0.0040
0.000,static,port_b,A,28.00,28.0400,28.0402,9.3467,0.0002
0.140,static,port_b,A,28.00,28.0300,27.3409,9.1136,-0.6891
0.284,static,port_b,A,28.00,28.0300,28.0407,9.3469,0.0107
0.428,static,port_b,A,28.00,28.0300,28.0185,9.3395,-0.0115
0.571,static,port_b,A,28.00,28.0300,28.0372,9.3457,0.0072
