timestamp,transducer_voltage,transducer_pressure_psi,transducer_pressure_torr,alicat_pressure_raw,alicat_units,alicat_setpoint,alicat_gauge,alicat_baro,offset_torr
501190.945228,-0.007709657307714224,-0.02312897192314267,-1.1961147830053234,13.44,PSI,13.44,0.004999999999999005,13.435,-696.2457147830054
501190.9652411,-0.008568617515265942,-0.025705852545797825,-1.3293781644059346,13.44,PSI,13.44,0.004999999999999005,13.435,-696.378978164406
501190.9855845,-0.008716713637113571,-0.026150140911340714,-1.352354537229985,13.44,PSI,13.44,0.004999999999999005,13.435,-696.40195453723
501191.0062516,-0.007644248194992542,-0.022932744584977627,-1.185966886212118,13.44,PSI,13.44,0.004999999999999005,13.435,-696.2355668862122
501191.0262695,-0.00749491760507226,-0.02248475281521678,-1.1627989918389359,13.44,PSI,13.44,0.004999999999999005,13.435,-696.212398991839
501191.0463077,-0.00845631118863821,-0.02536893356591463,-1.3119543993612752,13.44,PSI,13.44,0.004999999999999005,13.435,-696.3615543993614
501191.0664227,-0.009020311757922173,-0.027060935273766518,-1.3994562676828355,13.44,PSI,13.44,0.004999999999999005,13.435,-696.4490562676829
501191.0865777,-0.009004267863929272,-0.027012803591787815,-1.396967137749307,13.44,PSI,13.44,0.004999999999999005,13.435,-696.4465671377494
501191.1068301,-0.008079898543655872,-0.024239695630967617,-1.2535558595554903,13.44,PSI,13.44,0.004999999999999005,13.435,-696.3031558595555
501191.1272089,-0.008190970867872238,-0.024572912603616714,-1.2707881752960384,13.44,PSI,13.44,0.004999999999999005,13.435,-696.3203881752961
501191.1473236,-0.009180749766528606,-0.02754224929958582,-1.4243474225280808,13.44,PSI,13.44,0.004999999999999005,13.435,-696.4739474225281
501191.1673252,-0.009415235370397568,-0.028245706111192703,-1.4607266915403307,13.44,PSI,13.44,0.004999999999999005,13.435,-696.5103266915404
501191.1885617,-0.00845260825008154,-0.025357824750244617,-1.3113799069589005,13.44,PSI,13.44,0.004999999999999005,13.435,-696.360979906959
501191.2089951,-0.008327960036695004,-0.02498388011008501,-1.2920413598930465,13.44,PSI,13.44,0.004999999999999005,13.435,-696.3416413598931
501191.2294562,-0.009310333989560604,-0.027931001968681812,-1.44445176681038,13.44,PSI,13.44,0.004999999999999005,13.435,-696.4940517668105
501191.2502109,-0.009892846457660198,-0.029678539372980595,-1.5348256636736914,13.44,PSI,13.44,0.004999999999999005,13.435,-696.5844256636738
501191.2707513,-0.008516783826053143,-0.025550351478159428,-1.321336426693015,13.44,PSI,13.44,0.004999999999999005,13.435,-696.3709364266931
501191.2912092,-0.007884904742240906,-0.023654714226722717,-1.2233035462349655,13.44,PSI,13.44,0.004999999999999005,13.435,-696.272903546235
501191.3112825,-0.01792091131210327,-0.053762733936309814,-2.7803397855162624,13.44,PSI,13.44,0.004999999999999005,13.435,-697.8299397855163
501191.331441,-0.02459019050002098,-0.07377057150006294,-3.8150451051257552,13.44,PSI,13.44,0.004999999999999005,13.435,-698.8646451051258
501191.351608,-0.026610475033521652,-0.07983142510056496,-4.128482149075717,13.44,PSI,13.44,0.004999999999999005,13.435,-699.1780821490757
501191.3720279,-0.026019323617219925,-0.07805797085165977,-4.0367679625935855,13.43,PSI,13.44,-0.005000000000000782,13.435,-698.5692179625936
501191.3970315,-0.024576615542173386,-0.07372984662652016,-3.81293901829049,13.43,PSI,13.44,-0.005000000000000782,13.435,-698.3453890182906
501191.4171129,-0.021941732615232468,-0.0658251978456974,-3.4041501065902415,13.43,PSI,13.44,-0.005000000000000782,13.435,-697.9366001065903
501191.4373797,-0.017790094017982483,-0.05337028205394745,-2.7600441364198924,13.43,PSI,13.44,-0.005000000000000782,13.435,-697.2924941364199
501191.4581076,-0.016260996460914612,-0.048782989382743835,-2.5228122959285977,13.43,PSI,13.44,-0.005000000000000782,13.435,-697.0552622959286
501191.4781222,-0.019970813766121864,-0.059912441298365586,-3.0983719017449767,13.43,PSI,13.44,-0.005000000000000782,13.435,-697.630821901745
501191.4983266,-0.02306356281042099,-0.06919068843126297,-3.5781964522227647,13.43,PSI,13.44,-0.005000000000000782,13.435,-698.1106464522228
501191.5187593,-0.020921099931001663,-0.06276329979300499,-3.2458040487952533,13.43,PSI,13.44,-0.005000000000000782,13.435,-697.7782540487952
501191.5393602,-0.01606353558599949,-0.048190606757998466,-2.492177228489891,13.43,PSI,13.44,-0.005000000000000782,13.435,-697.02462722849
501191.5597549,-0.012767152860760689,-0.038301458582282066,-1.9807599305827173,13.43,PSI,13.44,-0.005000000000000782,13.435,-696.5132099305828
501191.5798396,-0.011412070132791996,-0.03423621039837599,-1.7705256207520144,13.44,PSI,13.44,0.004999999999999005,13.435,-696.820125620752
501191.6037929,-0.011467606760561466,-0.0344028202816844,-1.7791418508673087,13.44,PSI,13.44,0.004999999999999005,13.435,-696.8287418508673
501191.6241931,-0.015214447863399982,-0.04564334359019995,-2.3604455137671905,13.44,PSI,13.44,0.004999999999999005,13.435,-697.4100455137673
501191.644695,-0.017497602850198746,-0.05249280855059624,-2.7146655941940847,13.44,PSI,13.44,0.004999999999999005,13.435,-697.7642655941942
501191.6648747,-0.016701584681868553,-0.05010475404560566,-2.591167355468497,13.44,PSI,13.44,0.004999999999999005,13.435,-697.6407673554686
501191.6852757,-0.013809999451041222,-0.041429998353123665,-2.1425523648317903,13.44,PSI,13.44,0.004999999999999005,13.435,-697.1921523648318
501191.7053453,-0.009860759600996971,-0.029582278802990913,-1.5298475482966751,13.44,PSI,13.44,0.004999999999999005,13.435,-696.5794475482967
501191.7254485,-0.007016072049736977,-0.02104821614921093,-1.0885084981564432,13.44,PSI,13.44,0.004999999999999005,13.435,-696.1381084981565
501191.745537,-0.0056190285831689835,-0.01685708574950695,-0.871764189535752,13.44,PSI,13.44,0.004999999999999005,13.435,-695.9213641895358
501191.7662835,-0.00480573158711195,-0.01441719476133585,-0.7455852270824835,13.44,PSI,13.44,0.004999999999999005,13.435,-695.7951852270826
501191.7864738,-0.003100153524428606,-0.009300460573285818,-0.4809733185474761,13.44,PSI,13.44,0.004999999999999005,13.435,-695.5305733185476
501191.8114028,-0.0011526844464242458,-0.0034580533392727375,-0.17883322844048963,13.44,PSI,13.44,0.004999999999999005,13.435,-695.2284332284405
501191.8320283,-0.001742602325975895,-0.005227806977927685,-0.27035603786353024,13.44,PSI,13.44,0.004999999999999005,13.435,-695.3199560378636
501191.8520471,-0.000652858754619956,-0.001958576263859868,-0.10128777148551309,13.44,PSI,13.44,0.004999999999999005,13.435,-695.1508877714856
501191.8720706,0.0007220775005407631,0.0021662325016222894,0.1120267138213967,13.44,PSI,13.44,0.004999999999999005,13.435,-694.9375732861787
501191.8921758,-0.009957022033631802,-0.02987106610089541,-1.5447821834078062,13.44,PSI,13.44,0.004999999999999005,13.435,-696.5943821834079
501191.9126442,-0.014677598141133785,-0.044032794423401356,-2.277155963606201,13.44,PSI,13.44,0.004999999999999005,13.435,-697.3267559636063
501191.9329127,-0.018746549263596535,-0.056239647790789604,-2.9084333855006848,13.44,PSI,13.44,0.004999999999999005,13.435,-697.9580333855007
501191.9532587,-0.015494597144424915,-0.046483791433274746,-2.4039092739718035,13.44,PSI,13.44,0.004999999999999005,13.435,-697.4535092739718
501191.9737746,-0.011255335062742233,-0.0337660051882267,-1.7462089583091438,13.44,PSI,13.44,0.004999999999999005,13.435,-696.7958089583092
501191.9940017,-0.009318972937762737,-0.027956918813288212,-1.4457920564292,13.43,PSI,13.44,-0.005000000000000782,13.435,-695.9782420564293
501192.0192405,-0.008305746130645275,-0.024917238391935825,-1.2885949834389614,13.43,PSI,13.44,-0.005000000000000782,13.435,-695.821044983439
501192.0397658,-0.004768707789480686,-0.014306123368442059,-0.7398411699989811,13.43,PSI,13.44,-0.005000000000000782,13.435,-695.272291169999
501192.0598952,-0.003108792472630739,-0.009326377417892218,-0.4823136081662961,13.43,PSI,13.44,-0.005000000000000782,13.435,-695.0147636081664
501192.0802921,-0.0035555504728108644,-0.010666651418432593,-0.5516258781042416,13.43,PSI,13.44,-0.005000000000000782,13.435,-695.0840758781043
501192.1009175,-0.0036086183972656727,-0.010825855191797018,-0.5598591012437828,13.44,PSI,13.44,0.004999999999999005,13.435,-695.6094591012438
501192.1215169,-0.002007941948249936,-0.006023825844749808,-0.31152215356123636,13.44,PSI,13.44,0.004999999999999005,13.435,-695.3611221535613
501192.1417254,-0.0005454887868836522,-0.0016364663606509566,-0.08462985784106422,13.44,PSI,13.44,0.004999999999999005,13.435,-695.1342298578411
501192.1619234,-0.0008478524978272617,-0.002543557493481785,-0.13154007577541052,13.44,PSI,13.44,0.004999999999999005,13.435,-695.1811400757755
501192.1823193,-0.002359671052545309,-0.007079013157635927,-0.366091165447142,13.44,PSI,13.44,0.004999999999999005,13.435,-695.4156911654472
501192.2024611,-0.002526279538869858,-0.007578838616609573,-0.39193963905796414,13.44,PSI,13.44,0.004999999999999005,13.435,-695.441539639058
501192.2274779,-0.001218093791976571,-0.0036542813759297132,-0.18898116135620513,13.44,PSI,13.44,0.004999999999999005,13.435,-695.2385811613563
501192.2479955,-0.002511469880118966,-0.007534409640356899,-0.3896419945510571,13.44,PSI,13.44,0.004999999999999005,13.435,-695.4392419945511
501192.2683572,-0.002707697916775942,-0.008123093750327826,-0.4200857932982035,13.44,PSI,13.44,0.004999999999999005,13.435,-695.4696857932983
501192.2888013,-0.0020486684516072273,-0.006146005354821682,-0.3178406669246033,13.44,PSI,13.44,0.004999999999999005,13.435,-695.3674406669246
501192.3091574,-0.002283154521137476,-0.006849463563412428,-0.3542200081818737,13.44,PSI,13.44,0.004999999999999005,13.435,-695.4038200081819
501192.3295394,-0.00362466205842793,-0.01087398617528379,-0.5623481950548013,13.44,PSI,13.44,0.004999999999999005,13.435,-695.6119481950549
501192.3498206,-0.004231857601553202,-0.012695572804659605,-0.6565515475929715,13.44,PSI,13.44,0.004999999999999005,13.435,-695.706151547593
501192.3704376,-0.0034592875745147467,-0.01037786272354424,-0.5366911707480904,13.44,PSI,13.44,0.004999999999999005,13.435,-695.5862911707482
501192.3908391,-0.00317173358052969,-0.00951520074158907,-0.49207860635127876,13.44,PSI,13.44,0.004999999999999005,13.435,-695.5416786063513
501192.4111544,-0.004325652029365301,-0.012976956088095903,-0.6711032840958797,13.44,PSI,13.44,0.004999999999999005,13.435,-695.720703284096
501192.4372603,-0.004771175794303417,-0.014313527382910252,-0.7402240686072037,13.44,PSI,13.44,0.004999999999999005,13.435,-695.7898240686072
501192.4580018,-0.0035864037927240133,-0.01075921137817204,-0.5564126164221671,13.44,PSI,13.44,0.004999999999999005,13.435,-695.6060126164223
501192.478369,-0.004792156163603067,-0.014376468490809202,-0.743479068002198,13.44,PSI,13.44,0.004999999999999005,13.435,-695.7930790680023
501192.4986469,-0.006613743491470814,-0.01984123047441244,-1.0260892339842396,13.44,PSI,13.44,0.004999999999999005,13.435,-696.0756892339843
